2 qid:5 1:0.9120879120879122 2:0.8755980861244022 3:0.7142857142857143 4:0.9310344827586207 5:0.5625 6:0.125 7:0.11051212938005389 8:0.21395348837209316 9:0.41071428571428564 10:0.261904761904762 11:0.09493670886075949 12:0.8571428571428573
1 qid:5 1:0.336996336996337 2:0.5311004784688995 3:0.2857142857142857 4:0.4482758620689654 5:0.5625 6:0.4583333333333333 7:0.6657681940700807 8:1.0 9:0.48214285714285715 10:0.6428571428571429 11:0.5949367088607593 12:0.09523809523809529
2 qid:6 1:0.4102564102564103 2:0.6937799043062204 3:0.5714285714285714 4:0.6551724137931035 5:0.49375000000000013 6:0.5416666666666666 7:0.4474393530997305 8:0.4232558139534886 9:0.49999999999999994 10:0.4285714285714287 11:0.37974683544303794 12:0.2857142857142858
1 qid:6 1:0.1098901098901099 2:0.03827751196172237 3:0.0 4:0.24137931034482762 5:0.1625000000000001 6:1.0 7:0.954177897574124 8:0.6418604651162791 9:0.7142857142857142 10:0.7857142857142859 11:0.7088607594936708 12:0.4761904761904763
2 qid:7 1:0.30036630036630035 2:0.46411483253588515 3:0.5714285714285714 4:0.48275862068965525 5:0.33125000000000004 6:0.6666666666666665 7:0.46630727762803226 8:0.11162790697674416 9:0.6071428571428571 10:0.4761904761904764 11:0.2531645569620253 12:0.38095238095238104
1 qid:7 1:0.12820512820512822 2:0.27272727272727265 3:0.17142857142857146 4:0.24137931034482762 5:0.2875000000000001 6:0.7083333333333333 7:0.6765498652291105 8:0.7023255813953492 9:0.5178571428571429 10:0.5000000000000001 11:0.5253164556962026 12:0.38095238095238104
2 qid:8 1:0.3223443223443224 2:0.5215311004784691 3:0.2857142857142857 4:0.5517241379310343 5:0.39375000000000004 6:0.375 7:0.25336927223719674 8:0.29302325581395344 9:0.5178571428571429 10:0.45238095238095244 11:0.3227848101265821 12:0.5714285714285715
1 qid:8 1:0.17582417582417587 2:0.06220095693779893 3:0.22857142857142865 4:0.31034482758620696 5:0.03125 6:0.20833333333333331 7:0.6334231805929919 8:0.34418604651162793 9:1.0 10:0.8095238095238096 11:0.48734177215189867 12:0.5714285714285715
2 qid:9 1:0.28571428571428575 2:0.5358851674641149 3:0.31428571428571433 4:0.24137931034482762 5:0.3187500000000001 6:0.41666666666666663 7:0.27762803234501343 8:0.48837209302325596 9:0.4464285714285714 10:0.3571428571428573 11:0.22151898734177214 12:0.5714285714285715
1 qid:9 1:0.2124542124542125 2:0.2966507177033492 3:0.14285714285714285 4:0.2758620689655171 5:0.06875000000000009 6:0.6666666666666665 7:0.5417789757412399 8:0.36279069767441857 9:0.41071428571428564 10:0.5000000000000001 11:0.38607594936708844 12:0.6190476190476192
2 qid:10 1:0.37728937728937734 2:0.5023923444976078 3:0.42857142857142855 4:0.4482758620689654 5:0.29374999999999996 6:0.25 7:0.24258760107816715 8:0.572093023255814 9:0.17857142857142852 10:0.30952380952380965 11:0.2594936708860758 12:0.33333333333333337
1 qid:10 1:0.1172161172161172 2:0.3540669856459331 3:0.1142857142857144 4:0.17241379310344826 5:0.1937500000000001 6:0.625 7:0.4582210242587601 8:0.3906976744186047 9:0.3392857142857143 10:0.38095238095238104 11:0.39240506329113917 12:0.7142857142857145
2 qid:11 1:0.2344322344322344 2:0.5789473684210525 3:0.1142857142857144 4:0.2758620689655171 5:0.15000000000000013 6:0.0416666666666667 7:0.26415094339622636 8:0.48372093023255824 9:0.5892857142857142 10:0.45238095238095244 11:0.2658227848101265 12:0.7142857142857145
1 qid:11 1:0.014652014652014602 2:0.44497607655502397 3:0.08571428571428578 4:0.06896551724137936 5:0.1625000000000001 6:0.20833333333333331 7:0.4339622641509434 8:0.8139534883720929 9:0.5357142857142857 10:0.5952380952380955 11:0.39240506329113917 12:0.4285714285714287
2 qid:12 1:0.3626373626373626 2:0.47368421052631593 3:0.22857142857142865 4:0.41379310344827586 5:0.3500000000000001 6:0.375 7:0.1617250673854448 8:0.4372093023255815 9:0.3571428571428571 10:0.261904761904762 11:0.15189873417721508 12:0.523809523809524
1 qid:12 1:0.15384615384615383 2:0.0 3:0.31428571428571433 4:0.379310344827586 5:0.15000000000000013 6:0.41666666666666663 7:0.35040431266846367 8:0.5488372093023256 9:0.4464285714285714 10:0.3571428571428573 11:0.3670886075949367 12:0.6190476190476192
2 qid:13 1:0.38095238095238093 2:0.6172248803827753 3:0.4571428571428573 4:0.41379310344827586 5:0.3187500000000001 6:0.375 7:0.09973045822102429 8:0.5023255813953489 9:0.0 10:0.0 11:0.0 12:0.523809523809524
1 qid:13 1:0.05494505494505495 2:0.19138755980861252 3:0.42857142857142855 4:0.31034482758620696 5:0.08125000000000004 6:0.3333333333333333 7:0.444743935309973 8:0.12093023255813964 9:0.6071428571428571 10:0.5238095238095238 11:0.3734177215189872 12:0.2857142857142858
